39,156-1-000050,성서공단남로36길 인근,공영,노상,대구광역시 달서구 성서공단남로36길 17,대구광역시 달서구 월암동 929-6,3,3,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,1440,,,,,,,,,대구광역시 달서구청,053-667-3092,35.82881424,128.5122582,,2023-11-30
40,156-1-000051,성서공단로25길인근노상공영주차장,공영,노상,,대구광역시 달서구 갈산동 358,12,3,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,1440,,,,,,,,,대구광역시 달서구청,053-667-3092,35.8381141,128.4921117,,2023-11-30
41,156-1-000052,성서공단로54길 인근,공영,노상,대구광역시 달서구 성서로36길 42,대구광역시 달서구 월암동 1041,15,3,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,1440,,,,,,,,,대구광역시 달서구청,053-667-3092,35.83262682,128.5122717,,2023-11-30
42,156-1-000053,성서공단로54길 인근,공영,노상,대구광역시 달서구 성서로36길 35,대구광역시 달서구 월암동 1015,18,3,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,1440,,,,,,,,,대구광역시 달서구청,053-667-3092,35.8334507,128.5114136,,2023-11-30
43,156-1-000054,성서공단로58길 인근,공영,노상,대구광역시 달서구 성서동로 149,대구광역시 달서구 월암동 1028,50,3,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,1440,,,,,,,,,대구광역시 달서구청,053-667-3092,35.83351879,128.5144579,,2023-11-30
44,156-1-000055,성서공단로58길 인근,공영,노상,대구광역시 달서구 성서공단로58길 30,대구광역시 달서구 월암동 1023,30,3,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,1440,,,,,,,,,대구광역시 달서구청,053-667-3092,35.83315329,128.5135147,,2023-11-30
45,156-1-000059,성서로24길 인근,공영,노상,대구광역시 달서구 성서공단남로32길 33,대구광역시 달서구 월암동 925,6,3,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,1440,,,,,,,,,대구광역시 달서구청,053-667-3092,35.82739962,128.5100355,,2023-11-30
46,156-1-000060,성서로36길인근주차장,공영,노상,대구광역시 달서구 성서로36길 68,대구광역시 달서구 월암동 1087-1,65,3,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,1440,,,,,,,,,대구광역시 달서구청,053-667-3092,35.83279618,128.5148185,,2023-11-30
47,156-1-000062,성서서로25길인근노상공영주차장,공영,노상,,대구광역시 달서구 갈산동 358,32,3,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,1440,,,,,,,,,대구광역시 달서구청,053-667-3092,35.8381141,128.4921117,,2023-11-30
48,156-1-000065,송현로12길인근,공영,노상,대구광역시 달서구 송현로12길 29,대구광역시 달서구 송현동 798-258,3,2,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,1440,,,,,,,,,대구광역시 달서구청,053-667-3092,35.82440635,128.5470255,,2023-11-30
49,156-1-000066,송현로16길인근,공영,노상,대구광역시 달서구 월배로69길 39,대구광역시 달서구 송현동 1917,2,3,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,1440,,,,,,,,,대구광역시 달서구청,053-667-3092,35.82739521,128.5458286,,2023-11-30
50,156-1-000067,송현로2길인근,공영,노상,대구광역시 달서구 송현로2길 27,대구광역시 달서구 송현동 1957-36,6,2,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,1440,,,,,,,,,대구광역시 달서구청,053-667-3092,35.8217455,128.5513787,,2023-11-30
51,156-1-000071,앞산순환로39길인근,공영,노상,대구광역시 달서구 송현로8안길 35,대구광역시 달서구 송현동 1952-1,9,2,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,1440,,,,,,,,,대구광역시 달서구청,053-667-3092,35.82190208,128.5506493,,2023-11-30
52,156-1-000072,앞산순환로45길인근,공영,노상,대구광역시 달서구 월배로68길 91,대구광역시 달서구 송현동 1961,16,2,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,1440,,,,,,,,,대구광역시 달서구청,053-667-3092,35.82418641,128.5517497,,2023-11-30
53,156-1-000074,앞산순환로61길인근,공영,노상,대구광역시 달서구 중흥로 67,대구광역시 달서구 송현동 2012-2,4,2,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,1440,,,,,,,,,대구광역시 달서구청,053-667-3092,35.82864939,128.5592294,,2023-11-30
54,156-1-000076,와룡로10길인근노상공영주차장,공영,노상,,대구광역시 달서구 두류동 547,4,2,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,1440,,,,,,,,,대구광역시 달서구청,053-667-3092,35.85350613,128.5608926,,2023-11-30
55,156-1-000077,와룡로10길인근노상공영주차장,공영,노상,,대구광역시 달서구 두류동 547,13,2,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,1440,,,,,,,,,대구광역시 달서구청,053-667-3092,35.85350613,128.5608926,,2023-11-30
56,156-1-000078,와룡로10길인근노상공영주차장,공영,노상,,대구광역시 달서구 두류동 547,27,2,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,1440,,,,,,,,,대구광역시 달서구청,053-667-3092,35.85350613,128.5608926,,2023-11-30
57,156-1-000079,와룡로45길인근,공영,노상,대구광역시 달서구 와룡로49길 55,대구광역시 달서구 죽전동 402-17,3,2,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,1440,,,,,,,,,대구광역시 달서구청,053-667-3092,35.85426241,128.5341446,,2023-11-30
58,156-1-000080,와룡로49길인근,공영,노상,대구광역시 달서구 와룡로51길 56-2,대구광역시 달서구 죽전동 394-3,7,2,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,1440,,,,,,,,,대구광역시 달서구청,053-667-3092,35.8557133,128.5341986,,2023-11-30
59,156-1-000081,와룡로51길인근노상공영주차장,공영,노상,대구광역시 달서구 월배로80길 96-3,대구광역시 달서구 송현동 384,3,2,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,1440,,,,,,,,,대구광역시 달서구청,053-667-3092,35.82703645,128.5552558,,2023-11-30
60,156-1-000084,우방아파트 인근,공영,노상,대구광역시 달서구 장기로26길 30,대구광역시 달서구 성당동 725,5,2,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,1440,,,,,,,,,대구광역시 달서구청,053-667-3092,35.84428745,128.5475166,,2023-11-30
61,156-1-000085,원화공원 인근,공영,노상,,대구광역시 달서구 성당동 701-5,22,2,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,1440,,,,,,,,,대구광역시 달서구청,053-667-3092,35.84600619,128.5461557,,2023-11-30
62,156-1-000087,월배공원 인근,공영,노상,대구광역시 달서구 상원로 32,대구광역시 달서구 상인동 1421-22,15,2,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,1440,,,,,,,,,대구광역시 달서구청,053-667-3092,35.81283464,128.5367433,,2023-11-30
